Price,District,City,Town,EnergyCertificate,Floor,Parking,HasParking,ConstructionYear,TotalArea,Garage,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,LivingArea,NumberOfBathrooms,Lift or Elevator
424000.0,0,4,4,4,2.0,1.0,True,,130.0,,False,2.0,,100.0,2.0,True
588000.0,0,4,4,4,2.0,1.0,True,,179.0,,False,3.0,,148.0,4.0,True
598000.0,0,4,4,4,3.0,1.0,True,,179.0,,False,3.0,,148.0,4.0,True
1060000.0,0,4,4,4,9.0,2.0,True,,284.0,,False,4.0,,175.0,4.0,True
413000.0,0,4,4,0,1.0,1.0,True,,130.0,,False,2.0,,100.0,2.0,True
475000.0,0,6,8,2,3.0,0.0,False,1986.0,74.0,,False,2.0,,87.0,2.0,True
348000.0,0,1,25,3,1.0,2.0,True,2005.0,107.0,,False,3.0,,107.0,2.0,False
2600.0,0,1,1,1,3.0,0.0,False,1989.0,40.0,,False,,,40.0,1.0,True
694000.0,0,4,4,0,1.0,1.0,True,,233.0,,False,4.0,,160.0,3.0,True
418000.0,0,4,4,4,0.0,1.0,True,,130.0,,False,2.0,,100.0,2.0,True
424000.0,0,4,4,4,2.0,1.0,True,,130.0,,False,2.0,,100.0,2.0,True
